nomattribuant;idattribuant;annee;dateconvention;referencedecision;nombeneficiaire;idbeneficiaire;rnabeneficiaire;categorietiers;objet;montant;nature;naturecomptable;conditionsversement;datesperiodeversement;idrae;notificationue;pourcentagesubvention;dispositifaide;gid
Commune de Lyon;21690123100011;2023;;D_23_0450;AMICALE LAIQUE ALAIN FOURNIER;43982481400016;;50-Personnes morales de droits privé autres qu'organismes sociaux;ELEMENTAIRE ALAIN FOURNIER parcours du danseur  PIL : Education à la citoyenneté, à  l'engagement et émancipatrice  Délibération D_23_0450 ¿ Tableau 5;160,0;aide en numéraire;fonctionnement;unique;2023-11-24;;False;1,0;;15513
Commune de Lyon;21690123100011;2023;;D_23_0450;AMICALE LAIQUE ALAIN FOURNIER;43982481400016;;50-Personnes morales de droits privé autres qu'organismes sociaux;ELEMENTAIRE ALAIN FOURNIER théâtre  PIL : Education à la citoyenneté, à  l'engagement et émancipatrice  Délibération D_23_0450 ¿ Tableau 5;1950,0;aide en numéraire;fonctionnement;unique;2023-11-24;;False;1,0;;15514
Commune de Lyon;21690123100011;2023;;;AMICALE LAIQUE ALAIN FOURNIER;43982481400016;;50-Personnes morales de droits privé autres qu'organismes sociaux;SUB. INCE E826 EE ALAIN FOURNIER;2673,0;aide en numéraire;fonctionnement;unique;2023-03-17;;False;1,0;;15515
Commune de Lyon;21690123100011;2023;;;AMICALE LAIQUE ALAIN FOURNIER;43982481400016;;50-Personnes morales de droits privé autres qu'organismes sociaux;SUB.CREDITS LIBRES E826 EE A. FOURNIER;1366,2;aide en numéraire;fonctionnement;unique;2023-03-17;;False;1,0;;15516
Commune de Lyon;21690123100011;2023;;2022/2182;AMICALE LAIQUE ALAIN FOURNIER;43982481400016;;50-Personnes morales de droits privé autres qu'organismes sociaux;TSCO - AMICALE LAIQUE ALAIN FOURNIER   Projet : A la découverte de la nature et du milieu agricole  P.4 de l'annexe, delib N°2022/2182 du CM du 15.12.2022;4000,0;aide en numéraire;fonctionnement;unique;2023-01-27;;False;1,0;;15517
Commune de Lyon;21690123100011;2023;;;OFFICE DES SPORTS DE LYON;43986043800035;;50-Personnes morales de droits privé autres qu'organismes sociaux;;57965,0;aide en nature;fonctionnement;;;;;;;15518
Commune de Lyon;21690123100011;2023;;2023/2466;OFFICE DES SPORTS DE LYON;43986043800035;;50-Personnes morales de droits privé autres qu'organismes sociaux;Europod : échange culturel de jeunes sportifs entre villes jumelées;4000,0;aide en numéraire;fonctionnement;unique;2023-04-06;;False;1,0;;15519
Commune de Lyon;21690123100011;2023;;2023/2291;OFFICE DES SPORTS DE LYON;43986043800035;;50-Personnes morales de droits privé autres qu'organismes sociaux;OFFICE DES SPORTS DE LYON;86000,0;aide en numéraire;fonctionnement;unique;2023-06-23;;False;1,0;;15520
Commune de Lyon;21690123100011;2023;;2023/0340;UNION NAT ANCIENS COMB FRANC MUSULM;44007490400010;;50-Personnes morales de droits privé autres qu'organismes sociaux;UNION NATIONALE DES ANCIENS COMBATTANTS FRANCAIS MUSULMANS ET LEURS ENFANTS - UNACFME  FONCTIONNEMENT;3000,0;aide en numéraire;fonctionnement;unique;2023-10-24;;False;1,0;;15521
Commune de Lyon;21690123100011;2023;;D_23_0051;COMPAGNIE LES MAINS LES PIEDS ET LA TETE AUSSI;44019636800037;;50-Personnes morales de droits privé autres qu'organismes sociaux;MPTA - Enveloppe FIC 2023;51000,0;aide en numéraire;fonctionnement;unique;2023-06-09;;False;1,0;;15522
Commune de Lyon;21690123100011;2023;;;COMPAGNIE LES MAINS LES PIEDS ET LA TETE AUSSI;44019636800037;;50-Personnes morales de droits privé autres qu'organismes sociaux;MPTA - Enveloppe FIC 2023;25500,0;aide en numéraire;fonctionnement;unique;2023-10-17;;False;1,0;;15523
Commune de Lyon;21690123100011;2023;;D_23_0647;MAARVI;44062794100055;;50-Personnes morales de droits privé autres qu'organismes sociaux;SARL MAARVI - UP BY - SOUTIEN AUX COMMERCANTS SUITE AUX EMEUTES DE JUIN 2023;2000,0;aide en numéraire;fonctionnement;unique;2023-12-31;;False;1,0;;15524
Commune de Lyon;21690123100011;2023;;D_23_0647;MAARVI;44062794100055;;50-Personnes morales de droits privé autres qu'organismes sociaux;SARL MAARVI - UPPER SHOES - SOUTIEN AUX COMMERCANTS SUITE AUX EMEUTES DE JUIN 2023;2000,0;aide en numéraire;fonctionnement;unique;2023-12-31;;False;1,0;;15525
Commune de Lyon;21690123100011;2023;;;KASTOR AGILE COMPAGNIE DE THEATRE;44071859100025;;;;4912,0;aide en nature;fonctionnement;;;;;;;15526
Commune de Lyon;21690123100011;2023;;D_2023_0020;ALIS;44096648900013;;50-Personnes morales de droits privé autres qu'organismes sociaux;ALIS - fonctionnement 2023;38000,0;aide en numéraire;fonctionnement;échelonné;2023-07-07,2023-07-29;;False;1,0;;15527
Commune de Lyon;21690123100011;2023;2023-05-11;2023/0015;ALIS;44096648900013;;50-Personnes morales de droits privé autres qu'organismes sociaux;ALIS ACCUEIL SANTE;12000,0;aide en numéraire;fonctionnement;unique;2023-07-14;;False;1,0;;15528
Commune de Lyon;21690123100011;2023;2023-05-11;2023/0015;ALIS;44096648900013;;50-Personnes morales de droits privé autres qu'organismes sociaux;ALIS ACCUEIL SANTE;13000,0;aide en numéraire;fonctionnement;unique;2023-07-14;;False;1,0;;15529
Commune de Lyon;21690123100011;2023;;2023/0109;ALIS;44096648900013;;50-Personnes morales de droits privé autres qu'organismes sociaux;ASSOCIATION LYONNAISE D'INGENIERIE SOCIALE - ALIS  ACCUEIL DIAGNOSTIC ORIENTATION;15000,0;aide en numéraire;fonctionnement;unique;2023-08-09;;False;1,0;;15530
Commune de Lyon;21690123100011;2023;;;DESOBLIQUE;44296260100039;;50-Personnes morales de droits privé autres qu'organismes sociaux;TLMD_DESOBLIQUE_Jeune Ballet desoblique;712,0;aide en numéraire;fonctionnement;unique;2023-10-17;;False;1,0;;15555
Commune de Lyon;21690123100011;2023;2023-06-29;2023/0294;FRANCE BENEVOLAT LYON RHONE;44107763300010;;50-Personnes morales de droits privé autres qu'organismes sociaux;ASSOCIATION FRANCE BENEVOLAT LYON-RHONE ACTION 2023 : PROMOTION ET DEVELOPPEMENT DU BENEVOLAT;3000,0;aide en numéraire;fonctionnement;unique;2023-07-29;;False;1,0;;15531
Commune de Lyon;21690123100011;2023;;2022/2182;OCCE RHONE COOP SCOL 1   ECOLE PE VICTOR;44117551000011;;25-Caisse des écoles;TSCO - OCCE RHONE COOP SCOL 1 ECOLE PE VICTOR  Projet : Séjour APINAC  P.5 de l'annexe, delib N°2022/2182 du CM du 15.12.2022;4400,0;aide en numéraire;fonctionnement;unique;2023-01-27;;False;1,0;;15532
Commune de Lyon;21690123100011;2023;;;SAINT FONS GERLAND SAVATE;44129078000028;;50-Personnes morales de droits privé autres qu'organismes sociaux;;2296,0;aide en nature;fonctionnement;;;;;;;15533
Commune de Lyon;21690123100011;2023;;2023/2291;SAINT FONS GERLAND SAVATE;44129078000028;;50-Personnes morales de droits privé autres qu'organismes sociaux;SAINT FONS GERLAND SAVATE;4000,0;aide en numéraire;fonctionnement;unique;2023-03-31;;False;1,0;;15534
Commune de Lyon;21690123100011;2023;;;TENNIS DE TABLE GERLAND LYON 7;44130551300018;;50-Personnes morales de droits privé autres qu'organismes sociaux;;15237,0;aide en nature;fonctionnement;;;;;;;15535
Commune de Lyon;21690123100011;2023;;2023/0295;TENNIS DE TABLE GERLAND LYON 7;44130551300018;;50-Personnes morales de droits privé autres qu'organismes sociaux;TENNIS DE TABLE DE GERLAND;2500,0;aide en numéraire;fonctionnement;unique;2023-07-14;;False;1,0;;15536
Commune de Lyon;21690123100011;2023;;2023/2291;TENNIS DE TABLE GERLAND LYON 7;44130551300018;;50-Personnes morales de droits privé autres qu'organismes sociaux;TENNIS DE TABLE DE GERLAND;11000,0;aide en numéraire;fonctionnement;unique;2023-04-15;;False;1,0;;15537
Commune de Lyon;21690123100011;2023;;2023_2376;L'ATTRAPE COULEURS;44132762400025;;50-Personnes morales de droits privé autres qu'organismes sociaux;L'ATTRAPE-COULEURS - Enveloppe FIC 2023;12000,0;aide en numéraire;fonctionnement;unique;2023-07-14;;False;1,0;;15538
Commune de Lyon;21690123100011;2023;;;LE BLEU DU CIEL;44136063300024;;50-Personnes morales de droits privé autres qu'organismes sociaux;LE BLEU DU CIEL - Enveloppe FIC 2023;15000,0;aide en numéraire;fonctionnement;unique;2023-10-10;;False;1,0;;15539
Commune de Lyon;21690123100011;2023;;2023_2376;LE BLEU DU CIEL;44136063300024;;50-Personnes morales de droits privé autres qu'organismes sociaux;LE BLEU DU CIEL - Enveloppe FIC 2023;30000,0;aide en numéraire;fonctionnement;unique;2023-05-04;;False;1,0;;15540
Commune de Lyon;21690123100011;2023;;2023/2291;GRAND LARGUE LYON;44161113400012;;50-Personnes morales de droits privé autres qu'organismes sociaux;GRAND LARGUE LYON;2000,0;aide en numéraire;fonctionnement;unique;2023-04-26;;False;1,0;;15541
Commune de Lyon;21690123100011;2023;2023-09-28;D_23_0451;QUARTIER VITALITE CENTRE SOCIAL;44163119900011;;50-Personnes morales de droits privé autres qu'organismes sociaux;CENTRE SOCIAL DU QUARTIER VITALITE Accueil pour tous en accueil de loisirs.  DELIB D_23_0451 p5;5000,0;aide en numéraire;fonctionnement;unique;2023-12-08;;False;1,0;;15542
Commune de Lyon;21690123100011;2023;;D_23_0452;QUARTIER VITALITE CENTRE SOCIAL;44163119900011;;50-Personnes morales de droits privé autres qu'organismes sociaux;CENTRE SOCIAL QUARTIER VITALITE  Accompagnement scolaire secondaire  DELIB D_23_0452 Tableau 2 p1;2000,0;aide en numéraire;fonctionnement;unique;2023-12-08;;False;1,0;;15543
Commune de Lyon;21690123100011;2023;2023-01-19;2023/2281;QUARTIER VITALITE CENTRE SOCIAL;44163119900011;;50-Personnes morales de droits privé autres qu'organismes sociaux;CENTRE SOCIAL QUARTIER VITALITE  CHANTIERS DE JEUNES;2000,0;aide en numéraire;fonctionnement;unique;2023-08-09;;False;1,0;;15544
Commune de Lyon;21690123100011;2023;2023-01-19;2023/2278;QUARTIER VITALITE CENTRE SOCIAL;44163119900011;;50-Personnes morales de droits privé autres qu'organismes sociaux;CENTRE SOCIAL QUARTIER VITALITE CONDITIOIN DES SOIES DGF 1ERE TRANCHE;481194,0;aide en numéraire;fonctionnement;échelonné;2023-03-18,2023-07-29;;False;1,0;;15545
Commune de Lyon;21690123100011;2023;2023-09-28;2023/0327;QUARTIER VITALITE CENTRE SOCIAL;44163119900011;;50-Personnes morales de droits privé autres qu'organismes sociaux;CENTRE SOCIAL QUARTIER VITALITE CONDITION DES SOIES SUBVENTION DE FONCTIONNEMENT GENERAL 2023 DGF2;120299,0;aide en numéraire;fonctionnement;unique;2023-11-09;;False;1,0;;15546
Commune de Lyon;21690123100011;2023;;D_23_0452;QUARTIER VITALITE CENTRE SOCIAL;44163119900011;;50-Personnes morales de droits privé autres qu'organismes sociaux;CENTRE SOCIAL QUARTIER VITALITE Le jeu libre et la parentalité  DELIB D_23_0452 Tableau 2 p1;1500,0;aide en numéraire;fonctionnement;unique;2023-12-08;;False;1,0;;15547
Commune de Lyon;21690123100011;2023;2023-11-16;2023/0503;QUARTIER VITALITE CENTRE SOCIAL;44163119900011;;50-Personnes morales de droits privé autres qu'organismes sociaux;CS QUARTIER VITALITE CONDITION DES SOIES ACTION JEUNESSE 2023 : ACCOMPAGNEMENT DE LA TRANSITION DE LA STRUCTURE;1800,0;aide en numéraire;fonctionnement;unique;2023-11-30;;False;1,0;;15548
Commune de Lyon;21690123100011;2023;;;QUARTIER VITALITE CONDITION DES SOIES;44163119900011;;50-Personnes morales de droits privé autres qu'organismes sociaux;;219328,87;aide en nature;fonctionnement;;;;;;;15549
Commune de Lyon;21690123100011;2023;;2023/0340;AMICALE D AUSCHWITZ BIRKENAU;44204641300013;;50-Personnes morales de droits privé autres qu'organismes sociaux;AMICALE DES ANCIENS DEPORTES D'AUSCHWITZ BIRKENAU  FONCTIONNEMENT;3750,0;aide en numéraire;fonctionnement;unique;2023-10-13;;False;1,0;;15550
Commune de Lyon;21690123100011;2023;;D_23_0021;LESBIAN AND GAY PRIDE DE LYON;44204751000023;;50-Personnes morales de droits privé autres qu'organismes sociaux;Organisation d¿événements mettant en avant des revendications des minorités LGBTI+. Organisation pour promotion et égalité des droits des personnes LGBTI+ queer), permanences et groupes de parole.;3500,0;aide en numéraire;fonctionnement;unique;2023-06-24;;False;1,0;;15551
Commune de Lyon;21690123100011;2023;;D_23_0647;SOLEDAD;44250235700019;;50-Personnes morales de droits privé autres qu'organismes sociaux;SARL SOLEDAD TRENDY - SOUTIEN AUX COMMERCANTS SUITE AUX EMEUTES DE JUIN 2023;5000,0;aide en numéraire;fonctionnement;unique;2023-12-31;;False;1,0;;15552
Commune de Lyon;21690123100011;2023;;2023_2377;DESOBLIQUE;44296260100039;;50-Personnes morales de droits privé autres qu'organismes sociaux;DESOBLIQUE - Enveloppe FIC 2023;55000,0;aide en numéraire;fonctionnement;échelonné;2023-05-04,2023-07-05;;False;1,0;;15553
Commune de Lyon;21690123100011;2023;2023-05-11;D_23_0049;DESOBLIQUE;44296260100039;;50-Personnes morales de droits privé autres qu'organismes sociaux;TLMD_DESOBLIQUE_Jeune Ballet desoblique;1780,0;aide en numéraire;fonctionnement;unique;2023-07-13;;False;1,0;;15554
Commune de Lyon;21690123100011;2023;;D_23_0452;SOLIDARITE REUSSITE SCOLAIRE;44385536600011;;50-Personnes morales de droits privé autres qu'organismes sociaux;SOLIDARITE POUR LA REUSSITE SCOLAIRE  CLAS  DELIB D_23_0452 Tableau 2 p5;800,0;aide en numéraire;fonctionnement;unique;2023-12-08;;False;1,0;;15558
Commune de Lyon;21690123100011;2023;;2023/2466;ASS CIMCL;44412916700037;;50-Personnes morales de droits privé autres qu'organismes sociaux;18ème concours international de musique de chambre;2500,0;aide en numéraire;fonctionnement;unique;2023-03-23;;False;1,0;;15559
Commune de Lyon;21690123100011;2023;;2023-0051;ASS CIMCL;44412916700037;;50-Personnes morales de droits privé autres qu'organismes sociaux;CIMCL - FIC 2023;15000,0;aide en numéraire;fonctionnement;unique;2023-05-31;;False;1,0;;15560
Commune de Lyon;21690123100011;2023;;D_23_0450;LES PENICHES DU VAL DE RHONE;44416999900026;;50-Personnes morales de droits privé autres qu'organismes sociaux;Délibération D_23_0450 ¿ Tableau 1  Classes péniches et classes Eau Éducation au développement  durable  Classes Eau / Classes  péniche;13950,0;aide en numéraire;fonctionnement;unique;2023-11-18;;False;1,0;;15561
Commune de Lyon;21690123100011;2023;;D_23_0450;LES PENICHES DU VAL DE RHONE;44416999900026;;50-Personnes morales de droits privé autres qu'organismes sociaux;Délibération D_23_0450 ¿ Tableau 1  Du musée à la péniche Découverte du Patrimoine Musée Gadagne/péncihe;24850,0;aide en numéraire;fonctionnement;unique;2023-11-18;;False;1,0;;15562
Commune de Lyon;21690123100011;2023;;D_23_0040;LES PENICHES DU VAL DE RHONE;44416999900026;;50-Personnes morales de droits privé autres qu'organismes sociaux;FERES_A LEAU LE RHONE;3900,0;aide en numéraire;fonctionnement;échelonné;2023-06-01,2023-08-05;;False;1,0;;15563
Commune de Lyon;21690123100011;2023;;D_23_0049;LES PENICHES DU VAL DE RHONE;44416999900026;;50-Personnes morales de droits privé autres qu'organismes sociaux;TLMD_LES PENICHES DU VAL DE RHONE;1520,0;aide en numéraire;fonctionnement;échelonné;2023-06-03,2023-08-26;;False;1,0;;15564
Commune de Lyon;21690123100011;2023;;D_23_0049;LES PENICHES DU VAL DE RHONE;44416999900026;;50-Personnes morales de droits privé autres qu'organismes sociaux;TLMD_LES PENICHES DU VAL DE RHONE_LECTURE MUSICALE;3800,0;aide en numéraire;fonctionnement;échelonné;2023-06-03,2023-08-26;;False;1,0;;15565
Commune de Lyon;21690123100011;2023;2023-09-28;2023/0467;RESEAU DE SANTE MUTUALISTE;44453276600011;;60-Caisse de sécurité sociale régime général;RESAMUT ADDICTIONS MAISON DES ADOS;6300,0;aide en numéraire;fonctionnement;unique;2023-11-18;;False;1,0;;15566
Commune de Lyon;21690123100011;2023;2023-05-11;2023/0015;RESEAU DE SANTE MUTUALISTE;44453276600011;;60-Caisse de sécurité sociale régime général;RESAMUT MAISON ADOS 69;35000,0;aide en numéraire;fonctionnement;unique;2023-10-18;;False;1,0;;15567
Commune de Lyon;21690123100011;2023;;;ENEDIS SAINT ETIENNE;44460844214217;;50-Personnes morales de droits privé autres qu'organismes sociaux;FAC. 0645868285 DU 26/01/2023;6243,37;aide en numéraire;investissement;unique;2023-11-22;;False;1,0;;15568
Commune de Lyon;21690123100011;2023;;;ENEDIS SAINT ETIENNE;44460844214217;;50-Personnes morales de droits privé autres qu'organismes sociaux;FAC. 0645869032 DU 01/02/2023;7841,99;aide en numéraire;investissement;unique;2023-11-22;;False;1,0;;15569
Commune de Lyon;21690123100011;2023;;;ENEDIS SAINT ETIENNE;44460844214217;;50-Personnes morales de droits privé autres qu'organismes sociaux;FAC. 0645877128 DU 27/03/2023;29059,92;aide en numéraire;investissement;unique;2023-06-28;;False;1,0;;15570
Commune de Lyon;21690123100011;2023;;;ENEDIS SAINT ETIENNE;44460844214217;;50-Personnes morales de droits privé autres qu'organismes sociaux;FAC. 0645883237 DU 05/05/2023;9159,56;aide en numéraire;investissement;unique;2023-11-22;;False;1,0;;15571
Commune de Lyon;21690123100011;2023;;;ENEDIS SAINT ETIENNE;44460844214217;;50-Personnes morales de droits privé autres qu'organismes sociaux;FAC. 0645884973 DU 17/05/2023;9039,6;aide en numéraire;investissement;unique;2023-06-28;;False;1,0;;15572
Commune de Lyon;21690123100011;2023;;;ENEDIS SAINT ETIENNE;44460844214217;;50-Personnes morales de droits privé autres qu'organismes sociaux;FAC. 0645889225 DU 14/06/2023;3391,2;aide en numéraire;investissement;unique;2023-11-17;;False;1,0;;15573
Commune de Lyon;21690123100011;2023;;;ENEDIS SAINT ETIENNE;44460844214217;;50-Personnes morales de droits privé autres qu'organismes sociaux;FAC. 0645896615 DU 28/07/2023;6282,53;aide en numéraire;investissement;unique;2023-08-30;;False;1,0;;15574
Commune de Lyon;21690123100011;2023;;;ENEDIS SAINT ETIENNE;44460844214217;;50-Personnes morales de droits privé autres qu'organismes sociaux;FAC. 0645897120 DU 01/08/2023;25777,44;aide en numéraire;investissement;unique;2023-09-16;;False;1,0;;15575
Commune de Lyon;21690123100011;2023;;;ENEDIS SAINT ETIENNE;44460844214217;;50-Personnes morales de droits privé autres qu'organismes sociaux;FAC. 0645897517 DU 04/08/2023;6811,98;aide en numéraire;investissement;unique;2023-11-22;;False;1,0;;15576
Commune de Lyon;21690123100011;2023;;;ENEDIS SAINT ETIENNE;44460844214217;;50-Personnes morales de droits privé autres qu'organismes sociaux;FAC. 0645905606 DU 06/10/2023;19071,82;aide en numéraire;investissement;unique;2023-11-22;;False;1,0;;15577
Commune de Lyon;21690123100011;2023;;;ENEDIS SAINT ETIENNE;44460844214217;;50-Personnes morales de droits privé autres qu'organismes sociaux;FAC. 0645908167 DU 23/10/2023;4619,03;aide en numéraire;investissement;unique;2023-10-27;;False;1,0;;15578
Commune de Lyon;21690123100011;2023;;;ENEDIS SAINT ETIENNE;44460844214217;;50-Personnes morales de droits privé autres qu'organismes sociaux;FAC. 645875517 DU 16/03/2023;3287,56;aide en numéraire;investissement;unique;2023-07-29;;False;1,0;;15579
Commune de Lyon;21690123100011;2023;;;ENEDIS SAINT ETIENNE;44460844214217;;50-Personnes morales de droits privé autres qu'organismes sociaux;REIMP MANDAT 15411 ERREUR CHAPITRE;8635,92;aide en numéraire;investissement;unique;2023-04-15;;False;1,0;;15580
Commune de Lyon;21690123100011;2023;;;MUTUELLE PETITE ENFANCE LES P TITS SOYEUX;44461753400011;;50-Personnes morales de droits privé autres qu'organismes sociaux;;11208,0;aide en nature;fonctionnement;;;;;;;15581
Commune de Lyon;21690123100011;2023;;2023/2417;MUTUELLE PETITE ENFANCE LES P TITS SOYEUX;44461753400011;;50-Personnes morales de droits privé autres qu'organismes sociaux;MPE LYON 1 - RPE LES PTITS SOYEUX SUBV.INDIV.FCT 2023;19400,0;aide en numéraire;fonctionnement;unique;2023-11-30;;False;1,0;;15582
Commune de Lyon;21690123100011;2023;;2023/2257;MUTUELLE PETITE ENFANCE LES P TITS SOYEUX;44461753400011;;50-Personnes morales de droits privé autres qu'organismes sociaux;MPE LYON 1 - RPE LES PTITS SOYEUX SUBV.INDIV.FCT 2023;22680,0;aide en numéraire;fonctionnement;unique;2023-11-30;;False;1,0;;15583
Commune de Lyon;21690123100011;2023;;D_23_0647;BBC CAFE;44467430300045;;50-Personnes morales de droits privé autres qu'organismes sociaux;BBC CAFE SAS - RM DEVELOPPEMENT - SOUTIEN AUX COMMERCANTS SUITE AUX EMEUTES DE JUIN 2023;2000,0;aide en numéraire;fonctionnement;unique;2023-12-31;;False;1,0;;15584
Commune de Lyon;21690123100011;2023;2023-05-11;2023/0126;ALTM;44524008800069;;50-Personnes morales de droits privé autres qu'organismes sociaux;AGENCE LYON TRANQUILLITE MEDIATION - ALTM  MEDIATION NOCTURNE;35000,0;aide en numéraire;fonctionnement;unique;2023-10-19;;False;1,0;;15585
Commune de Lyon;21690123100011;2023;2023-05-11;2023/0126;ALTM;44524008800069;;50-Personnes morales de droits privé autres qu'organismes sociaux;AGENCE LYON TRANQUILLITE MEDIATION - ALTM  MEDIATION SCOLAIRE;4000,0;aide en numéraire;fonctionnement;unique;2023-10-19;;False;1,0;;15586
Commune de Lyon;21690123100011;2023;2023-01-19;2023/2280;ALTM;44524008800069;;50-Personnes morales de droits privé autres qu'organismes sociaux;AGENCE LYON TRANQUILLITE MEDIATION - ALTM   SUBVENTION FONCTIONNEMENT 2023;320000,0;aide en numéraire;fonctionnement;échelonné;2023-03-25,2023-10-19;;False;1,0;;15587
Commune de Lyon;21690123100011;2023;2023-09-28;2023/0422;ALTM;44524008800069;;50-Personnes morales de droits privé autres qu'organismes sociaux;ALTM _COMPLEMENT DGF  VOTE DM1;32000,0;aide en numéraire;fonctionnement;unique;2023-11-17;;False;1,0;;15588
Commune de Lyon;21690123100011;2023;2023-06-29;2023/0179;ALTM;44524008800069;;50-Personnes morales de droits privé autres qu'organismes sociaux;ALTM_ACCOMPAGNEMENT CONSEILS CITOYENS PAR LA MEDIATION SOCIALE_LIEN SOCIAL 2023_DDE 00003151;15000,0;aide en numéraire;fonctionnement;unique;2023-09-02;;False;1,0;;15589
Commune de Lyon;21690123100011;2023;;D_23_0450;L ECOLE D ANATOLE;44528916800012;;50-Personnes morales de droits privé autres qu'organismes sociaux;MATERNELLE ANATOLE FRANCE MATERIEL JARDINAGE  PIL : Education à la transition écologique  Délibération D_23_0450 ¿ Tableau 4;300,0;aide en numéraire;fonctionnement;unique;2023-11-21;;False;1,0;;15590
Commune de Lyon;21690123100011;2023;;;L ECOLE D ANATOLE;44528916800012;;50-Personnes morales de droits privé autres qu'organismes sociaux;SUBV. CREDITS LIBRES E320 EM A.FRANCE;814,2;aide en numéraire;fonctionnement;unique;2023-03-22;;False;1,0;;15591
Commune de Lyon;21690123100011;2023;;;L ECOLE D ANATOLE;44528916800012;;50-Personnes morales de droits privé autres qu'organismes sociaux;SUBV. INCE E320 EM ANATOLE FRANCE;885,0;aide en numéraire;fonctionnement;unique;2023-03-17;;False;1,0;;15592
Commune de Lyon;21690123100011;2023;;;L ECOLE D ANATOLE;44528916800012;;50-Personnes morales de droits privé autres qu'organismes sociaux;SUBV.ASSURANCE E320 EM ANATOLE FRANCE;265,5;aide en numéraire;fonctionnement;unique;2023-04-19;;False;1,0;;15593
Commune de Lyon;21690123100011;2023;;;LIGUE AUVERGNE RHONE ALPES D ATHLETISME;44536722000032;;50-Personnes morales de droits privé autres qu'organismes sociaux;;2183,0;aide en nature;fonctionnement;;;;;;;15594
Commune de Lyon;21690123100011;2023;;D_2023_0428;LIGUE AUVERGNE RHONE ALPES D ATHLETISME;44536722000032;;50-Personnes morales de droits privé autres qu'organismes sociaux;LIGUE AUVERGNE RHONE ALPES D'ATHLETISME  CAP FORM SENIORS;5000,0;aide en numéraire;fonctionnement;unique;2023-12-02;;False;1,0;;15595
Commune de Lyon;21690123100011;2023;;D_23_0501;LIGUE AUVERGNE RHONE ALPES D ATHLETISME;44536722000032;;50-Personnes morales de droits privé autres qu'organismes sociaux;LIGUE AUVERGNE RHONE ALPES D'ATHLETISME  MEETING INDOOR DE LYON 2024;50000,0;aide en numéraire;fonctionnement;unique;2023-11-25;;False;1,0;;15596
Commune de Lyon;21690123100011;2023;;2023/0126;RELAIS ENFANTS PARENTS RHONE;44749654800044;;50-Personnes morales de droits privé autres qu'organismes sociaux;RELAIS ENFANTS PARENTS -REP  ACCOMPAGNEMENT D'ENFANTS AUPRES DE LEURS PARENTS DETENUS;3000,0;aide en numéraire;fonctionnement;unique;2023-06-21;;False;1,0;;15597
Commune de Lyon;21690123100011;2023;;2023/2466;MAISON AMERIQUE LATINE;44826822700031;;50-Personnes morales de droits privé autres qu'organismes sociaux;Tout un monde de couleurs et de saveurs : faire découvrir des éléments artistiques et créatifs du Guatemala et du Panama;1000,0;aide en numéraire;fonctionnement;unique;2023-03-23;;False;1,0;;15598
Commune de Lyon;21690123100011;2023;;2023/0107;RESEAU AMAP AUVERGNE RHONE ALPES;44835745900024;;50-Personnes morales de droits privé autres qu'organismes sociaux;RESEAU AMAP SUB 2023 ALIMENTATION DURABLE;3250,0;aide en numéraire;fonctionnement;unique;2023-06-07;;False;1,0;;15599
Commune de Lyon;21690123100011;2023;;;LYON EVASION ROLLER;44843964600010;;50-Personnes morales de droits privé autres qu'organismes sociaux;;3927,0;aide en nature;fonctionnement;;;;;;;15600
Commune de Lyon;21690123100011;2023;;2023/2291;LYON EVASION ROLLER;44843964600010;;50-Personnes morales de droits privé autres qu'organismes sociaux;LYON EVASION ROLLER;2500,0;aide en numéraire;fonctionnement;unique;2023-04-06;;False;1,0;;15601
Commune de Lyon;21690123100011;2023;;;GRIBOUILLE LYON MASSIMI;44896294400014;;50-Personnes morales de droits privé autres qu'organismes sociaux;;60951,0;aide en nature;fonctionnement;;;;;;;15602
Commune de Lyon;21690123100011;2023;;D_23_0430;GRIBOUILLE LYON MASSIMI;44896294400014;;50-Personnes morales de droits privé autres qu'organismes sociaux;GRIBOUILLE - 2E TRANCHE FCT 2023;27134,0;aide en numéraire;fonctionnement;unique;2023-12-07;;False;1,0;;15603
Commune de Lyon;21690123100011;2023;;2023/2417;GRIBOUILLE LYON MASSIMI;44896294400014;;50-Personnes morales de droits privé autres qu'organismes sociaux;GRIBOUILLE SUB.IND. FONCT.2023;20735,0;aide en numéraire;fonctionnement;échelonné;2023-07-27,2023-07-28;;False;1,0;;15604
Commune de Lyon;21690123100011;2023;;2023/2257;GRIBOUILLE LYON MASSIMI;44896294400014;;50-Personnes morales de droits privé autres qu'organismes sociaux;GRIBOUILLE SUB.IND. FONCT.2023;30600,0;aide en numéraire;fonctionnement;unique;2023-03-07;;False;1,0;;15605
Commune de Lyon;21690123100011;2023;;;LYON GLACE PATINAGE;44991075100014;;50-Personnes morales de droits privé autres qu'organismes sociaux;;4598,0;aide en nature;fonctionnement;;;;;;;15606
Commune de Lyon;21690123100011;2023;;D_23_0492;LYON GLACE PATINAGE;44991075100014;;50-Personnes morales de droits privé autres qu'organismes sociaux;HNI - BRISSAUD  LYON GLACE PATINAGE;4100,0;aide en numéraire;fonctionnement;unique;2023-11-25;;False;1,0;;15607
