nomattribuant;idattribuant;annee;dateconvention;referencedecision;nombeneficiaire;idbeneficiaire;rnabeneficiaire;objet;montant;nature;conditionsversement;datesperiodeversement;idrae;notificationue;pourcentagesubvention;dispositifaide;gid
Métropole de Lyon (Budget principal);20004697700019;2022;;;COMITE LOCAL POUR LE LOGEMENT AUTONOME DES JEUNES DE LYON;41444540300028;;LDA Subvention 2022 - 18-25ANS - ACOMPTE 1;51200,0;aide en numéraire;unique;2022-07-07;;False;1,0;;12739
Métropole de Lyon (Budget principal);20004697700019;2022;;;COMITE LOCAL POUR LE LOGEMENT AUTONOME DES JEUNES DE LYON;41444540300028;;RSJ Instruction - 1er acompte subvention 2022 70% - 2022-00834;3920,0;aide en numéraire;unique;2022-05-04;;False;1,0;;12740
Métropole de Lyon (Budget principal);20004697700019;2022;;;COMITE LOCAL POUR LE LOGEMENT AUTONOME DES JEUNES DE LYON;41444540300028;;RSJ Instruction - solde - subvention 2021 - montant proratisé - dossier 2021-1811;1333,3;aide en numéraire;unique;2022-12-06;;False;1,0;;12741
Métropole de Lyon (Budget principal);20004697700019;2022;;;COMITE LOCAL POUR LE LOGEMENT AUTONOME DES JEUNES DE LYON;41444540300028;;SOLDE DOSSIER 2022 - CLLAJ - solde subvention LDA 2020-AJ;12800,0;aide en numéraire;unique;2022-12-26;;False;1,0;;12742
Métropole de Lyon (Budget principal);20004697700019;2022;;;COMITE LOCAL POUR LE LOGEMENT AUTONOME DES JEUNES DE LYON;41444540300028;;SUBV 2022 - Projet EaSi - 1er ACOMPTE;96127,07;aide en numéraire;unique;2022-07-05;;False;1,0;;12743
Métropole de Lyon (Budget principal);20004697700019;2022;;;ASS CENTRE SOCIAL GRIGNY;41494974300044;;CONV_MQE2022_02352_CSGRIGNY_culture mobile - DELIB_RIB_LRAR_NOTIFICATION;5600,0;aide en numéraire;unique;2022-06-24;;False;1,0;;12744
Métropole de Lyon (Budget principal);20004697700019;2022;;;ASS CENTRE SOCIAL GRIGNY;41494974300044;;CONV_MQE_2022_02352_SUB_CSGRIGNY_ANIMATION - 1;2100,0;aide en numéraire;unique;2022-06-24;;False;1,0;;12745
Métropole de Lyon (Budget principal);20004697700019;2022;;;ASS CENTRE SOCIAL GRIGNY;41494974300044;;CONV_MQE_2022_02352_SUB_CSGRIGNY_ANIMATION - 2;900,0;aide en numéraire;unique;2022-10-19;;False;1,0;;12746
Métropole de Lyon (Budget principal);20004697700019;2022;;;ASS CENTRE SOCIAL GRIGNY;41494974300044;;CTRE SOCIAL AGORA GRIGNY - paiement intégral - subvention 2022 - 100% - dossier 2022-4745;3000,0;aide en numéraire;unique;2022-12-05;;False;1,0;;12747
Métropole de Lyon (Budget principal);20004697700019;2022;;;ASS CENTRE SOCIAL GRIGNY;41494974300044;;EM GRIGNY - EA INV - Solde - subvention 2021 - dossier 2021-5455;150,66;aide en numéraire;unique;2022-10-05;;False;1,0;;12748
Métropole de Lyon (Budget principal);20004697700019;2022;;;ASS CENTRE SOCIAL GRIGNY;41494974300044;;L'AGORA GRIGNY - paiement intégral - subvention 2022 - 100% - dossier 2022-3150;24644,0;aide en numéraire;unique;2022-10-20;;False;1,0;;12749
Métropole de Lyon (Budget principal);20004697700019;2022;;;ASS CENTRE SOCIAL GRIGNY;41494974300044;;SOLDE - SUB GLOB DPPE 2022 - CENTRE SOCIAL DE GRIGNY;9500,0;aide en numéraire;unique;2022-09-16;;False;1,0;;12750
Métropole de Lyon (Budget principal);20004697700019;2022;;;ASS CENTRE SOCIAL GRIGNY;41494974300044;;SUBV_MQE2022_CSGRIGNYculture mobile_SOLDE_BILAN_FINANCIER;2400,0;aide en numéraire;unique;2022-10-05;;False;1,0;;12751
Métropole de Lyon (Budget principal);20004697700019;2022;;;LABO CITES;41502137700015;;LABOCITE_CVM2021_SOLDE_SM;30500,0;aide en numéraire;unique;2022-06-28;;False;1,0;;12752
Métropole de Lyon (Budget principal);20004697700019;2022;;;LABO CITES;41502137700015;;LABOCITE_CVM2022_ACOMPTE_SM;30500,0;aide en numéraire;unique;2022-11-14;;False;1,0;;12753
Métropole de Lyon (Budget principal);20004697700019;2022;;;OIKOS;41749575100071;;Actions 2022 OIKOS - 1er acompte - subvention 2022 - 80% - dossier 2022-4260;20000,0;aide en numéraire;unique;2022-11-08;;False;1,0;;12754
Métropole de Lyon (Budget annexe des eaux);20004697700027;2022;;;OIKOS;41749575100071;;DTEE PATR 2022 - OIKOS - 1;2208,0;aide en numéraire;unique;2022-04-27;;False;1,0;;12755
Métropole de Lyon (Budget principal);20004697700019;2022;;;OIKOS;41749575100071;;PATR 2022 - OIKOS - ACOMPTE;13800,0;aide en numéraire;unique;2022-05-19;;False;1,0;;12756
Métropole de Lyon (Budget principal);20004697700019;2022;;;OIKOS;41749575100071;;PATR 2022 - Oikos - solde;9200,0;aide en numéraire;unique;2022-12-22;;False;1,0;;12757
Métropole de Lyon (Budget principal);20004697700019;2022;;;OIKOS;41749575100071;;SUB OIKOS 2022 - 1er acompte - subvention 2022 - 80% - dossier 2022-4260-02;24000,0;aide en numéraire;unique;2022-11-08;;False;1,0;;12758
Métropole de Lyon (Budget principal);20004697700019;2022;;;CENTRE SOCIAL DE L  OLIVIER;41825381100016;;CFI 2022 CS DE L OLIVIER - 1;15000,0;aide en numéraire;unique;2022-05-05;;False;1,0;;12759
Métropole de Lyon (Budget principal);20004697700019;2022;;;CENTRE SOCIAL DE L  OLIVIER;41825381100016;;CS OLIVIER_GSUP2022_ST PRIEST_Embellissons notre quartier_AC_SM;750,0;aide en numéraire;unique;2022-10-24;;False;1,0;;12760
Métropole de Lyon (Budget principal);20004697700019;2022;;;CENTRE SOCIAL DE L  OLIVIER;41825381100016;;CSOLIVIER_GSUP2020_STPRIEST_Embellissons notre quartier_SOLDE_SM;320,84;aide en numéraire;unique;2022-05-04;;False;1,0;;12761
Métropole de Lyon (Budget principal);20004697700019;2022;;;CENTRE SOCIAL DE L  OLIVIER;41825381100016;;CSOLIVIER_GSUP2021_STPRIEST_Embellissons notre quartier_SOLDE_SM;765,47;aide en numéraire;unique;2022-06-16;;False;1,0;;12762
Métropole de Lyon (Budget principal);20004697700019;2022;;;CENTRE SOCIAL DE L  OLIVIER;41825381100016;;SOLDE - SUB GLOB DPPE 2022 - CENTRE SOCIAL L'OLIVIER;14500,0;aide en numéraire;unique;2022-09-16;;False;1,0;;12763
Métropole de Lyon (Budget principal);20004697700019;2022;;;AGRIBIO RHONE & LOIRE;41983279500019;;ANIMATION ALIMENTATION - 2;3272,4;aide en numéraire;unique;2022-03-23;;False;1,0;;12764
Métropole de Lyon (Budget principal);20004697700019;2022;;;AGRIBIO RHONE & LOIRE;41983279500019;;DEEE - DEFI FAMILLE A ALIMENTA - solde;4472,19;aide en numéraire;unique;2022-09-16;;False;1,0;;12765
Métropole de Lyon (Budget principal);20004697700019;2022;;;AGRIBIO RHONE & LOIRE;41983279500019;;DEFI FAMILLE A ALIMENTA - ACOMPTE;18600,0;aide en numéraire;unique;2022-09-06;;False;1,0;;12766
Métropole de Lyon (Budget principal);20004697700019;2022;;;AGRIBIO RHONE & LOIRE;41983279500019;;PAEC 2020 - ARDAB - SOLDE;2993,32;aide en numéraire;unique;2022-05-18;;False;1,0;;12767
Métropole de Lyon (Budget principal);20004697700019;2022;;;AGRIBIO RHONE & LOIRE;41983279500019;;PATLy 2022 - AGRIBIO - ACOMPTE 1;18600,0;aide en numéraire;unique;2022-12-21;;False;1,0;;12768
Métropole de Lyon (Budget principal);20004697700019;2022;;;AGRIBIO RHONE & LOIRE;41983279500019;;PATR 2022 - AGRIBIO - SOLDE;5218,49;aide en numéraire;unique;2022-12-31;;False;1,0;;12769
Métropole de Lyon (Budget principal);20004697700019;2022;;;OBJECTIF POUR L EMPLOI DES CADRES EN RHONE ALPES;42093196600022;;Action Accompagnement emploi - Solde subvention 2021 30% - 2021-00551;8550,0;aide en numéraire;unique;2022-08-30;;False;1,0;;12773
Métropole de Lyon (Budget principal);20004697700019;2022;;;OBJECTIF POUR L EMPLOI DES CADRES EN RHONE ALPES;42093196600022;;Action accompagnement emploi - 1er acompte subvention 2022 70% - 2022-00532;19950,0;aide en numéraire;unique;2022-04-14;;False;1,0;;12774
Métropole de Lyon (Budget principal);20004697700019;2022;;;OBJECTIF POUR L EMPLOI DES CADRES EN RHONE ALPES;42093196600022;;Itinéraires emploi diversifiés - 1er acompte subvention 2022 70% - 2022-00118;14560,0;aide en numéraire;unique;2022-04-13;;False;1,0;;12775
Métropole de Lyon (Budget principal);20004697700019;2022;;;OBJECTIF POUR L EMPLOI DES CADRES EN RHONE ALPES;42093196600022;;Itinéraires emploi diversifiés - Solde subvention 2021 30% - 2021-00109;6240,0;aide en numéraire;unique;2022-03-03;;False;1,0;;12776
Métropole de Lyon (Budget principal);20004697700019;2022;;;OBJECTIF POUR L EMPLOI DES CADRES EN RHONE ALPES;42093196600022;;SUB PROJET ASSOC 2022- atelier sur l'orientation;5000,0;aide en numéraire;unique;2022-06-22;;False;1,0;;12777
Métropole de Lyon (Budget principal);20004697700019;2022;;;HOTEL LE ROOSEVELT;42106441100018;;Subvention AMH-Hôtel Le Roosevelt - 1er acompte - subvention 2021 - 60% - dossier 2021-5875;24000,0;aide en numéraire;unique;2022-05-13;;False;1,0;;12778
Métropole de Lyon (Budget principal);20004697700019;2022;;;ASS SPORT DANS LA VILLE;42115680300031;;2021 - AAP Sports solidaires - Solde subvention 2021 20% - 2021-03307;1000,0;aide en numéraire;unique;2022-10-10;;False;1,0;;12779
Métropole de Lyon (Budget principal);20004697700019;2022;;;ASS SPORT DANS LA VILLE;42115680300031;;Entrepreneurs dans la Ville 22 -1er acompte - subvention 2022 - 80% dossier 2022-561;33840,0;aide en numéraire;unique;2022-05-12;;False;1,0;;12780
Métropole de Lyon (Budget principal);20004697700019;2022;;;ASS SPORT DANS LA VILLE;42115680300031;;Entrepreneurs dans la ville 21 - solde - subvention 2021 - 20% - dossier 2022-564;8460,0;aide en numéraire;unique;2022-12-19;;False;1,0;;12781
Métropole de Lyon (Budget principal);20004697700019;2022;;;ASS SPORT DANS LA VILLE;42115680300031;;Sport - AAP sports solidaires - 1er acompte subvention 2022 80% - 2022-03102;4000,0;aide en numéraire;unique;2022-10-31;;False;1,0;;12782
Métropole de Lyon (Budget principal);20004697700019;2022;;;HABITAT ET HUMANISME SOIN;42157582000012;;CFI 2022 HABITAT & HUM - QUALITE REPAS & ETAT NUTRI DES PA - 1;16000,0;aide en numéraire;unique;2022-05-19;;False;1,0;;12783
Métropole de Lyon (Budget principal);20004697700019;2022;;;HABITAT ET HUMANISME SOIN;42157582000012;;PA AVP- MAISON STE CLAIRE -ACOMPTE 2022;8533,33;aide en numéraire;unique;2022-10-12;;False;1,0;;12784
Métropole de Lyon (Budget principal);20004697700019;2022;;;HABITAT ET HUMANISME SOIN;42157582000012;;PA AVP- PROJET HOSPITALITE BETHANIE - ACOMPTE 2022;8000,0;aide en numéraire;unique;2022-09-20;;False;1,0;;12785
Métropole de Lyon (Budget principal);20004697700019;2022;;;HABITAT ET HUMANISME SOIN;42157582000012;;PH AVP- PROJET HOSPITALITE BETHANIE - acompte 2022;16000,0;aide en numéraire;unique;2022-09-20;;False;1,0;;12786
Métropole de Lyon (Budget principal);20004697700019;2022;;;RESTAURANTS DU COEUR RHONE;42180451900039;;ACI Logist Renov et Jardins Es - 1er acompte subvention 2022 70% - 2022-00051;17136,0;aide en numéraire;unique;2022-05-04;;False;1,0;;12787
Métropole de Lyon (Budget principal);20004697700019;2022;;;RESTAURANTS DU COEUR RHONE;42180451900039;;ACI Relais du coeur et Jardin - Solde subvention 2021 montant proratisé - 2021-00051;2448,0;aide en numéraire;unique;2022-06-09;;False;1,0;;12788
Métropole de Lyon (Budget principal);20004697700019;2022;;;RESTAURANTS DU COEUR RHONE;42180451900039;;SUBV 2022 - LUTTE PAUVRETE - SOLDE - AJ;15000,0;aide en numéraire;unique;2022-06-09;;False;1,0;;12789
Métropole de Lyon (Budget principal);20004697700019;2022;;;ASS LE PASSE JARDINS;42195987500020;;Actions Levée des freins - 1er acompte subvention 2022 70% - 2022-00032;2100,0;aide en numéraire;unique;2022-03-30;;False;1,0;;12790
Métropole de Lyon (Budget principal);20004697700019;2022;;;ASS LE PASSE JARDINS;42195987500020;;Actions Levée des freins - Solde subvention 2021 30% - 2021-00034;900,0;aide en numéraire;unique;2022-03-18;;False;1,0;;12791
Métropole de Lyon (Budget principal);20004697700019;2022;;;ASS LE PASSE JARDINS;42195987500020;;CFI 2022 LE PASSE-JARDINS - 1;15000,0;aide en numéraire;unique;2022-05-04;;False;1,0;;12792
Métropole de Lyon (Budget principal);20004697700019;2022;;;ASS LE PASSE JARDINS;42195987500020;;TV JARDINS COLLECTIFS - LE PASSE JARDINS ILOT TASE - SOLDE - GB;1896,0;aide en numéraire;unique;2022-02-03;;False;1,0;;12793
Métropole de Lyon (Budget principal);20004697700019;2022;;;ASS LE PASSE JARDINS;42195987500020;;TV JARDINS COLLECTIFS - PASSE JARDINS - ACOMPTE 1 CF;64320,0;aide en numéraire;unique;2022-03-18;;False;1,0;;12794
Métropole de Lyon (Budget principal);20004697700019;2022;;;ASS LE PASSE JARDINS;42195987500020;;TV JARDINS COLLECTIFS - PASSE JARDINS - SOLDE - GB;16080,0;aide en numéraire;unique;2022-02-03;;False;1,0;;12795
Métropole de Lyon (Budget principal);20004697700019;2022;;;WOODSTOWER;42297900500051;;CONV_MQE2022_02583_WOODSTOWER_WOODSTOUR_VIL_MEY_VAULX_LY7_RIB_NOTIFICATION_LRAR_DELIB;9450,0;aide en numéraire;unique;2022-07-07;;False;1,0;;12796
Métropole de Lyon (Budget principal);20004697700019;2022;;;WOODSTOWER;42297900500051;;SUB_MQE2022_WOODSTOWER_WOODSTOURSOLDE_BILAN_FINANCIER;4050,0;aide en numéraire;unique;2022-10-14;;False;1,0;;12797
Métropole de Lyon (Budget principal);20004697700019;2022;;;WOODSTOWER;42297900500051;;WOODSTOWER - 1er acompte - subvention 2022 - 70% - dossier 2022-2797;35000,0;aide en numéraire;unique;2022-10-06;;False;1,0;;12798
Métropole de Lyon (Budget principal);20004697700019;2022;;;WOODSTOWER;42297900500051;;WOODSTOWER - Solde  - subvention 2022 - 30% - dossier 2022-2797;15000,0;aide en numéraire;unique;2022-12-01;;False;1,0;;12799
Métropole de Lyon (Budget principal);20004697700019;2022;;;RHONE EMPLOIS NOUVEAUX;42412249700011;;202200136 - Formation aux outils - 1er acompte - subvention 2022 - 50% - dossier 2022-2945;29927,24;aide en numéraire;unique;2022-09-20;;False;1,0;;12800
Métropole de Lyon (Budget principal);20004697700019;2022;;;RHONE EMPLOIS NOUVEAUX;42412249700011;;Itinéraires emploi diversifiés - 1er acompte subvention 2022 70% - 2022-00122;70000,0;aide en numéraire;unique;2022-04-13;;False;1,0;;12801
Métropole de Lyon (Budget principal);20004697700019;2022;;;RHONE EMPLOIS NOUVEAUX;42412249700011;;Itinéraires emploi diversifiés - Solde subvention 2021 30% - 2021-00113;30000,0;aide en numéraire;unique;2022-03-02;;False;1,0;;12802
Métropole de Lyon (Budget principal);20004697700019;2022;;;UNION GESTION ETS CAISSES ASSUR MALADIE;42462022700209;;SUB INVEST UGECAM 2020 - acompte;50000,0;aide en numéraire;unique;2022-04-22;;False;1,0;;12803
Métropole de Lyon (Budget principal);20004697700019;2022;;;ASSOCIATION INTERMEDIAIRE ICARE;42808632600058;;201805202-Référent de parcours - Solde subvention FSE 2019 montant proratisé - 2019-01977;4070,48;aide en numéraire;unique;2022-11-25;;False;1,0;;12804
Métropole de Lyon (Budget principal);20004697700019;2022;;;ASSOCIATION INTERMEDIAIRE ICARE;42808632600058;;Itinéraires emploi diversifiés - 1er acompte subvention 2022 70% - 2022-00149;94920,0;aide en numéraire;unique;2022-06-13;;False;1,0;;12805
Métropole de Lyon (Budget principal);20004697700019;2022;;;ASSOCIATION INTERMEDIAIRE ICARE;42808632600058;;Itinéraires emploi diversifiés - Solde subvention 2021 30% - 2021-00141;40680,0;aide en numéraire;unique;2022-05-06;;False;1,0;;12806
Métropole de Lyon (Budget principal);20004697700019;2022;;;ASSOCIATION INTERMEDIAIRE ICARE;42808632600058;;Itinéraires emploi renforcés - 1er acompte subvention 2022 70% - 2022-00150;50341,2;aide en numéraire;unique;2022-06-13;;False;1,0;;12807
Métropole de Lyon (Budget principal);20004697700019;2022;;;ASUL LYON VOLLEY BALL;42906594900035;;Aide club sportif élite - Paiement intégral subvention 2022 - 2022-00281;40000,0;aide en numéraire;unique;2022-04-11;;False;1,0;;12808
Métropole de Lyon (Budget principal);20004697700019;2022;;;AGENCE LOCALE DE L ENERGIE ET DU CLIMAT GRAND LYON;42962623700052;;ACTEE 1 - CEDRE - ALEC - SOLDE;17843,26;aide en numéraire;unique;2022-12-21;;False;1,0;;12809
Métropole de Lyon (Budget principal);20004697700019;2022;;;AGENCE LOCALE DE L ENERGIE ET DU CLIMAT GRAND LYON;42962623700052;;ACTEE 2 - CHARME- 1 - ALEC;28080,0;aide en numéraire;unique;2022-10-26;;False;1,0;;12810
Métropole de Lyon (Budget principal);20004697700019;2022;;;AGENCE LOCALE DE L ENERGIE ET DU CLIMAT GRAND LYON;42962623700052;;ALEC 2022 FONDS AIR BOIS - 1;24000,0;aide en numéraire;unique;2022-07-13;;False;1,0;;12811
Métropole de Lyon (Budget principal);20004697700019;2022;;;AGENCE LOCALE DE L ENERGIE ET DU CLIMAT GRAND LYON;42962623700052;;ALEC 2022 PROG GENERAL - 1;358200,0;aide en numéraire;unique;2022-07-13;;False;1,0;;12812
Métropole de Lyon (Budget annexe des eaux);20004697700027;2022;;;AGENCE LOCALE DE L ENERGIE ET DU CLIMAT GRAND LYON;42962623700052;;DTEE ESO ALEC 2021 - 2;50000,0;aide en numéraire;unique;2022-11-24;;False;1,0;;12813
Métropole de Lyon (Budget principal);20004697700019;2022;;;AGENCE LOCALE DE L ENERGIE ET DU CLIMAT GRAND LYON;42962623700052;;PLATEFORME ECORENOV ANNEE 2020 - SOLDE FINAL -AJ;17053,0;aide en numéraire;unique;2022-05-20;;False;1,0;;12814
Métropole de Lyon (Budget principal);20004697700019;2022;;;AGENCE LOCALE DE L ENERGIE ET DU CLIMAT GRAND LYON;42962623700052;;SUBVENTION ALEC Année 2022 - ACOMPTE 1;880600,0;aide en numéraire;unique;2022-07-11;;False;1,0;;12815
Métropole de Lyon (Budget principal);20004697700019;2022;;;ELYCOOP;42985163700034;;DACE Meyzieu Décines Jonage - solde - subvention 2021 - 20% - dossier 2021-2021;3000,0;aide en numéraire;unique;2022-12-16;;False;1,0;;12816
Métropole de Lyon (Budget principal);20004697700019;2022;;;ELYCOOP;42985163700034;;DACE Meyzieu Décines Jonage 22 - 1er acompte - subvention 2022 - 80% - dossier 2022-658;12000,0;aide en numéraire;unique;2022-05-19;;False;1,0;;12817
Métropole de Lyon (Budget principal);20004697700019;2022;;;ELYCOOP;42985163700034;;ESS Entrepreneuriat  - 1er acompte - subvention 2022 - 80% - dossier 2022-1537;25600,0;aide en numéraire;unique;2022-06-08;;False;1,0;;12818
Métropole de Lyon (Budget principal);20004697700019;2022;;;ELYCOOP;42985163700034;;ESS Entrepreneuriat - solde - subvention 2021 - 20% - dossier 2021-975;6500,0;aide en numéraire;unique;2022-12-01;;False;1,0;;12819
Métropole de Lyon (Budget principal);20004697700019;2022;;;ELYCOOP;42985163700034;;Entrepreneuriat inclusif - 1er acompte - subvention 2022 - 80% - dossier 2022-05306;16000,0;aide en numéraire;unique;2022-12-31;;False;1,0;;12820
Métropole de Lyon (Budget principal);20004697700019;2022;;;FONDATION DE L ARMEE DU SALUT;43196860100275;;201805099-Atelier et chantier - Solde subvention FSE 2019 - 2019-02977;61058,49;aide en numéraire;unique;2022-03-18;;False;1,0;;12821
Métropole de Lyon (Budget principal);20004697700019;2022;;;FONDATION DE L ARMEE DU SALUT;43196860100275;;ACI recyclerie, hôtellerie -  Solde subvention 2021 30% - 2021-00041;16524,0;aide en numéraire;unique;2022-03-28;;False;1,0;;12822
Métropole de Lyon (Budget principal);20004697700019;2022;;;FONDATION DE L ARMEE DU SALUT;43196860100275;;ACI recyclerie, hôtellerie - 1er acompte subvention 2022 70% - 2022-00041;57120,0;aide en numéraire;unique;2022-06-13;;False;1,0;;12823
Métropole de Lyon (Budget principal);20004697700019;2022;;;FONDATION DE L ARMEE DU SALUT;43196860100275;;Les Grandes Voisines -CP 12/21 - Avance subvention 2021 - 2021-05792;30000,0;aide en numéraire;unique;2022-03-23;;False;1,0;;12824
Métropole de Lyon (Budget principal);20004697700019;2022;;;FONDATION DE L ARMEE DU SALUT;43196860100275;;Subvention projet les Grandes - 1er acompte - année 2022 - 60% - dossier 2021-5877;36000,0;aide en numéraire;unique;2022-05-13;;False;1,0;;12825
Métropole de Lyon (Budget principal);20004697700019;2022;;;UNIS CITE AUVERGNE RHONE ALPES;43219899200013;;PATR 2022 - UNIS CITE RHONE ALPES;6072,0;aide en numéraire;unique;2022-07-19;;False;1,0;;12826
Métropole de Lyon (Budget principal);20004697700019;2022;;;UNIS CITE AUVERGNE RHONE ALPES;43219899200013;;PATR 2022 - Unis Cités - solde;4048,0;aide en numéraire;unique;2022-12-06;;False;1,0;;12827
Métropole de Lyon (Budget principal);20004697700019;2022;;;UNIS CITE AUVERGNE RHONE ALPES;43219899200013;;SOLDE - SUB GLOB DPPE 2022 - UNIS CITE - DISPOSITIF JADE;13500,0;aide en numéraire;unique;2022-09-19;;False;1,0;;12828
Métropole de Lyon (Budget principal);20004697700019;2022;;;UNIS CITE AUVERGNE RHONE ALPES;43219899200013;;SUB PLAN PAUVRETE 2022 UNIS CI - 1;10000,0;aide en numéraire;unique;2022-12-20;;False;1,0;;12829
Métropole de Lyon (Budget principal);20004697700019;2022;;;UNIS CITE AUVERGNE RHONE ALPES;43219899200013;;UNIS-CITE_CVM2021_SOLDE_SM;6580,0;aide en numéraire;unique;2022-09-09;;False;1,0;;12830
Métropole de Lyon (Budget principal);20004697700019;2022;;;UNIS CITE AUVERGNE RHONE ALPES;43219899200013;;UNIS-CITE_CVM2022_ ACOMPTE_SM;16450,0;aide en numéraire;unique;2022-11-16;;False;1,0;;12831
Métropole de Lyon (Budget principal);20004697700019;2022;;;FC LYON ASVEL FEMININ;43250742400021;;FINANCEMENT DU CENTRE DE FORMA - Paiement intégral subvention 2022 - 2022-00702;90000,0;aide en numéraire;unique;2022-05-20;;False;1,0;;12832
Métropole de Lyon (Budget principal);20004697700019;2022;;;FIBOIS 69;43269337200034;;Actions 2022 FIBOIS 69 - 1er acompte - subvention 2022 - 80% - dossier 2022-3162;28000,0;aide en numéraire;unique;2022-11-15;;False;1,0;;12833
Métropole de Lyon (Budget principal);20004697700019;2022;;;FIBOIS 69;43269337200034;;soutien métrop à filière bois - Solde;3960,0;aide en numéraire;unique;2022-02-08;;False;1,0;;12834
Métropole de Lyon (Budget principal);20004697700019;2022;;;ASS COMPAGNIE DU BONHOMME;43270984800035;;COMPAGNIE DU BONHOMME - 1er acompte - subvention 2022 - 70% - dossier 2022-4003;32046,0;aide en numéraire;unique;2022-11-15;;False;1,0;;12835
Métropole de Lyon (Budget principal);20004697700019;2022;;;LYON OLYMPIQUE UNIVERSITAIRE LOU RUGBY;43272355900055;;FINANCEMENT DU CENTRE DE FORMA - Paiement intégral subvention 2022 - 2022-00693;240000,0;aide en numéraire;unique;2022-04-20;;False;1,0;;12836
Métropole de Lyon (Budget principal);20004697700019;2022;;;LYON OLYMPIQUE UNIVERSITAIRE LOU RUGBY;43325905800041;;2021 - AAP Sports solidaires - Solde subvention 2021 20% - 2021-03297;3000,0;aide en numéraire;unique;2022-10-10;;False;1,0;;12837
Métropole de Lyon (Budget principal);20004697700019;2022;;;LYON OLYMPIQUE UNIVERSITAIRE LOU RUGBY;43325905800041;;Conseiller Technique des Clubs - Solde subvention 2021 30% - 2021-05770;4500,0;aide en numéraire;unique;2022-10-05;;False;1,0;;12838
Métropole de Lyon (Budget principal);20004697700019;2022;;;LYON OLYMPIQUE UNIVERSITAIRE LOU RUGBY;43325905800041;;Conseiller technique des clubs - 1e acompte subvention 2022 70% - 2022-04726;10500,0;aide en numéraire;unique;2022-12-29;;False;1,0;;12839
Métropole de Lyon (Budget principal);20004697700019;2022;;;LYON OLYMPIQUE UNIVERSITAIRE LOU RUGBY;43325905800041;;Sport - AAP sports solidaires - 1e acompte subvention 2022 80% - 2022-03097;12000,0;aide en numéraire;unique;2022-11-16;;False;1,0;;12840
Métropole de Lyon (Budget principal);20004697700019;2022;;;LES JARDINS DE LUCIE;43352831200021;;ACI maraîchage bio -  Solde subvention 2021 30% - 2021-00045;7956,0;aide en numéraire;unique;2022-03-28;;False;1,0;;12841
Métropole de Lyon (Budget principal);20004697700019;2022;;;LES JARDINS DE LUCIE;43352831200021;;ACI maraîchage bio - 1er acompte subvention 2022 70% - 2022-00045;18564,0;aide en numéraire;unique;2022-06-09;;False;1,0;;12842
Métropole de Lyon (Budget principal);20004697700019;2022;;;COMITE UNION SPORTIVE ENSEIGNEMENT 1ER DEGRE DU RHONE & MET LYON;43372809400015;;2022 - Aide comités sportifs - Paiement intégral subvention 2022 - 2022-01261;7000,0;aide en numéraire;unique;2022-06-15;;False;1,0;;12843
Métropole de Lyon (Budget principal);20004697700019;2022;;;COMITE UNION SPORTIVE ENSEIGNEMENT 1ER DEGRE DU RHONE & MET LYON;43372809400015;;2022-SPORTS-AAP SPORT-SANTE AC - 1e acompte subvention 2022 80% - 2022-05225;8000,0;aide en numéraire;unique;2022-12-31;;False;1,0;;12844
Métropole de Lyon (Budget principal);20004697700019;2022;;;COMITE UNION SPORTIVE ENSEIGNEMENT 1ER DEGRE DU RHONE & MET LYON;43372809400015;;SPORT - MVS printemps - Paiement intégral subvention 2022 - 2022-01487;2500,0;aide en numéraire;unique;2022-05-13;;False;1,0;;12845
Métropole de Lyon (Budget principal);20004697700019;2022;;;COMITE UNION SPORTIVE ENSEIGNEMENT 1ER DEGRE DU RHONE & MET LYON;43372809400015;;SPORT MVS ETE - 1er acompte subvention 2022 80% - 2022-03259;6000,0;aide en numéraire;unique;2022-08-11;;False;1,0;;12846
Métropole de Lyon (Budget principal);20004697700019;2022;;;COMITE UNION SPORTIVE ENSEIGNEMENT 1ER DEGRE DU RHONE & MET LYON;43372809400015;;SPORT MVS ETE - Solde subvention 2022 20% - 2022-03259;1500,0;aide en numéraire;unique;2022-10-05;;False;1,0;;12847
Métropole de Lyon (Budget principal);20004697700019;2022;;;COMITE UNION SPORTIVE ENSEIGNEMENT 1ER DEGRE DU RHONE & MET LYON;43372809400015;;USEP RHONE - MEMOIRES - paiement intégral - subvention 2022 - 100% - dossier 2022-4213;1500,0;aide en numéraire;unique;2022-10-24;;False;1,0;;12848
Métropole de Lyon (Budget annexe des eaux);20004697700027;2022;;;PROGRAMME SOLIDARITE EAU;43387254600026;;DTEE ESI PS EAU Année 3 - 1;27500,0;aide en numéraire;unique;2022-02-03;;False;1,0;;12849
Métropole de Lyon (Budget annexe des eaux);20004697700027;2022;;;PROGRAMME SOLIDARITE EAU;43387254600026;;DTEE ESI PS EAU Année 3 - 2;27500,0;aide en numéraire;unique;2022-11-24;;False;1,0;;12850
Métropole de Lyon (Budget annexe des eaux);20004697700027;2022;;;PROGRAMME SOLIDARITE EAU;43387254600026;;DTEE SI PS EAU Année 2022-2023 - 1;27500,0;aide en numéraire;unique;2022-11-28;;False;1,0;;12851
Métropole de Lyon (Budget annexe des eaux);20004697700027;2022;;;PROGRAMME SOLIDARITE EAU;43387254600026;;DUCV ESI PS EAU Année 2 - 2;27500,0;aide en numéraire;unique;2022-02-11;;False;1,0;;12852
